id,subj_age,subj_gender,face,masc,condition,scale,race,rating
47,29,Male,w1_4,33.33,sd,1,w,0
47,29,Male,w1_5,16.67,sd,1,w,0
47,29,Male,w1_6,0,sd,1,w,0
47,29,Male,w3_0,100,sd,1,w,100
47,29,Male,w3_1,83.33,sd,1,w,100
47,29,Male,w3_2,66.67,sd,1,w,100
47,29,Male,w3_3,50,sd,1,w,54
47,29,Male,w3_4,33.33,sd,1,w,49
47,29,Male,w3_5,16.67,sd,1,w,0
47,29,Male,w3_6,0,sd,1,w,0
47,29,Male,w4_0,100,sd,1,w,100
47,29,Male,w4_1,83.33,sd,1,w,100
47,29,Male,w4_2,66.67,sd,1,w,100
47,29,Male,w4_3,50,sd,1,w,86
47,29,Male,w4_4,33.33,sd,1,w,0
47,29,Male,w4_5,16.67,sd,1,w,0
47,29,Male,w4_6,0,sd,1,w,0
47,29,Male,w5_0,100,sd,1,w,100
47,29,Male,w5_1,83.33,sd,1,w,100
47,29,Male,w5_2,66.67,sd,1,w,100
47,29,Male,w5_3,50,sd,1,w,100
47,29,Male,w5_4,33.33,sd,1,w,0
47,29,Male,w5_5,16.67,sd,1,w,0
47,29,Male,w5_6,0,sd,1,w,0
47,29,Male,w10_0,100,sd,1,w,100
47,29,Male,w10_1,83.33,sd,1,w,100
47,29,Male,w10_2,66.67,sd,1,w,100
47,29,Male,w10_3,50,sd,1,w,100
47,29,Male,w10_4,33.33,sd,1,w,0
47,29,Male,w10_5,16.67,sd,1,w,0
47,29,Male,w10_6,0,sd,1,w,0
47,29,Male,w9_0,100,sd,1,w,100
47,29,Male,w9_1,83.33,sd,1,w,100
47,29,Male,w9_2,66.67,sd,1,w,100
47,29,Male,w9_3,50,sd,1,w,60
47,29,Male,w9_4,33.33,sd,1,w,78
47,29,Male,w9_5,16.67,sd,1,w,0
47,29,Male,w9_6,0,sd,1,w,0
47,29,Male,b2_0,0,sd,1,b,0
47,29,Male,b2_1,16.67,sd,1,b,0
47,29,Male,b2_2,33.33,sd,1,b,0
47,29,Male,b2_3,50,sd,1,b,18
47,29,Male,b2_4,66.67,sd,1,b,100
47,29,Male,b2_5,83.33,sd,1,b,100
47,29,Male,b2_6,100,sd,1,b,100
47,29,Male,b4_0,0,sd,1,b,0
47,29,Male,b4_1,16.67,sd,1,b,0
47,29,Male,b4_2,33.33,sd,1,b,0
47,29,Male,b4_3,50,sd,1,b,89
47,29,Male,b4_4,66.67,sd,1,b,100
47,29,Male,b4_5,83.33,sd,1,b,100
47,29,Male,b4_6,100,sd,1,b,100
47,29,Male,b5_0,0,sd,1,b,0
47,29,Male,b5_1,16.67,sd,1,b,0
47,29,Male,b5_2,33.33,sd,1,b,0
47,29,Male,b5_3,50,sd,1,b,100
47,29,Male,b5_4,66.67,sd,1,b,100
47,29,Male,b5_5,83.33,sd,1,b,100
47,29,Male,b5_6,100,sd,1,b,100
47,29,Male,b6_0,0,sd,1,b,0
47,29,Male,b6_1,16.67,sd,1,b,0
47,29,Male,b6_2,33.33,sd,1,b,5
47,29,Male,b6_3,50,sd,1,b,69
47,29,Male,b6_4,66.67,sd,1,b,100
47,29,Male,b6_5,83.33,sd,1,b,100
47,29,Male,b6_6,100,sd,1,b,100
47,29,Male,b7_0,0,sd,1,b,6
47,29,Male,b7_1,16.67,sd,1,b,23
47,29,Male,b7_2,33.33,sd,1,b,100
47,29,Male,b7_3,50,sd,1,b,100
47,29,Male,b7_4,66.67,sd,1,b,100
47,29,Male,b7_5,83.33,sd,1,b,100
47,29,Male,b7_6,100,sd,1,b,100
47,29,Male,b9_0,0,sd,1,b,0
47,29,Male,b9_1,16.67,sd,1,b,0
47,29,Male,b9_2,33.33,sd,1,b,0
47,29,Male,b9_3,50,sd,1,b,13
47,29,Male,b9_4,66.67,sd,1,b,100
47,29,Male,b9_5,83.33,sd,1,b,100
47,29,Male,b9_6,100,sd,1,b,100
47,29,Male,a1_0,0,sd,1,a,0
47,29,Male,a1_1,16.67,sd,1,a,0
47,29,Male,a1_2,33.33,sd,1,a,0
47,29,Male,a1_3,50,sd,1,a,28
47,29,Male,a1_4,66.67,sd,1,a,79
47,29,Male,a1_5,83.33,sd,1,a,100
47,29,Male,a1_6,100,sd,1,a,100
47,29,Male,a3_0,0,sd,1,a,22
47,29,Male,a3_1,16.67,sd,1,a,24
47,29,Male,a3_2,33.33,sd,1,a,77
47,29,Male,a3_3,50,sd,1,a,68
47,29,Male,a3_4,66.67,sd,1,a,96
47,29,Male,a3_5,83.33,sd,1,a,98
47,29,Male,a3_6,100,sd,1,a,100
47,29,Male,a4_0,0,sd,1,a,0
47,29,Male,a4_1,16.67,sd,1,a,0
47,29,Male,a4_2,33.33,sd,1,a,0
47,29,Male,a4_3,50,sd,1,a,16
47,29,Male,a4_4,66.67,sd,1,a,60
47,29,Male,a4_5,83.33,sd,1,a,100
47,29,Male,a4_6,100,sd,1,a,100
47,29,Male,a5_0,0,sd,1,a,0
47,29,Male,a5_1,16.67,sd,1,a,0
47,29,Male,a5_2,33.33,sd,1,a,0
47,29,Male,a5_3,50,sd,1,a,7
47,29,Male,a5_4,66.67,sd,1,a,85
47,29,Male,a5_5,83.33,sd,1,a,100
47,29,Male,a5_6,100,sd,1,a,100
47,29,Male,a8_0,0,sd,1,a,0
47,29,Male,a8_1,16.67,sd,1,a,0
47,29,Male,a8_2,33.33,sd,1,a,0
47,29,Male,a8_3,50,sd,1,a,60
47,29,Male,a8_4,66.67,sd,1,a,100
47,29,Male,a8_5,83.33,sd,1,a,100
47,29,Male,a8_6,100,sd,1,a,100
47,29,Male,a10_0,0,sd,1,a,0
47,29,Male,a10_1,16.67,sd,1,a,0
47,29,Male,a10_2,33.33,sd,1,a,56
47,29,Male,a10_3,50,sd,1,a,34
47,29,Male,a10_4,66.67,sd,1,a,95
47,29,Male,a10_5,83.33,sd,1,a,100
47,29,Male,a10_6,100,sd,1,a,100
48,23,Male,w5_0,100,md,f,w,0
48,23,Male,w5_1,83.33,md,f,w,0
48,23,Male,w5_2,66.67,md,f,w,0
48,23,Male,w5_3,50,md,f,w,44
48,23,Male,w5_4,33.33,md,f,w,100
48,23,Male,w5_5,16.67,md,f,w,100
48,23,Male,w5_6,0,md,f,w,100
48,23,Male,w10_0,100,md,f,w,0
48,23,Male,w10_1,83.33,md,f,w,0
48,23,Male,w10_2,66.67,md,f,w,0
48,23,Male,w10_3,50,md,f,w,100
48,23,Male,w10_4,33.33,md,f,w,100
48,23,Male,w10_5,16.67,md,f,w,100
48,23,Male,w10_6,0,md,f,w,100
48,23,Male,w9_0,100,md,f,w,0
48,23,Male,w9_1,83.33,md,f,w,44
48,23,Male,w9_2,66.67,md,f,w,43
48,23,Male,w9_3,50,md,f,w,76
48,23,Male,w9_4,33.33,md,f,w,100
48,23,Male,w9_5,16.67,md,f,w,100
48,23,Male,w9_6,0,md,f,w,100
48,23,Male,b5_0,0,md,f,b,100
48,23,Male,b5_1,16.67,md,f,b,100
48,23,Male,b5_2,33.33,md,f,b,100
48,23,Male,b5_3,50,md,f,b,59
48,23,Male,b5_4,66.67,md,f,b,0
48,23,Male,b5_5,83.33,md,f,b,0
48,23,Male,b5_6,100,md,f,b,0
48,23,Male,a3_0,0,md,f,a,100
48,23,Male,a3_1,16.67,md,f,a,100
48,23,Male,a3_2,33.33,md,f,a,79
48,23,Male,a3_3,50,md,f,a,46
48,23,Male,a3_4,66.67,md,f,a,0
48,23,Male,a3_5,83.33,md,f,a,0
48,23,Male,a3_6,100,md,f,a,0
48,23,Male,a4_0,0,md,f,a,100
48,23,Male,a4_1,16.67,md,f,a,100
48,23,Male,a4_2,33.33,md,f,a,100
48,23,Male,a4_3,50,md,f,a,67
48,23,Male,a4_4,66.67,md,f,a,64
48,23,Male,a4_5,83.33,md,f,a,0
48,23,Male,a4_6,100,md,f,a,0
48,23,Male,b6_0,0,md,f,b,100
48,23,Male,b6_1,16.67,md,f,b,100
48,23,Male,b6_2,33.33,md,f,b,100
48,23,Male,b6_3,50,md,f,b,0
48,23,Male,b6_4,66.67,md,f,b,0
48,23,Male,b6_5,83.33,md,f,b,0
48,23,Male,b6_6,100,md,f,b,0
48,23,Male,b7_0,0,md,f,b,100
48,23,Male,b7_1,16.67,md,f,b,100
48,23,Male,b7_2,33.33,md,f,b,78
48,23,Male,b7_3,50,md,f,b,55
48,23,Male,b7_4,66.67,md,f,b,25
48,23,Male,b7_5,83.33,md,f,b,0
48,23,Male,b7_6,100,md,f,b,0
48,23,Male,a5_0,0,md,f,a,100
48,23,Male,a5_1,16.67,md,f,a,100
48,23,Male,a5_2,33.33,md,f,a,100
48,23,Male,a5_3,50,md,f,a,100
48,23,Male,a5_4,66.67,md,f,a,100
48,23,Male,a5_5,83.33,md,f,a,0
48,23,Male,a5_6,100,md,f,a,0
48,23,Male,w5_0,100,md,m,w,100
48,23,Male,w5_1,83.33,md,m,w,100
48,23,Male,w5_2,66.67,md,m,w,100
48,23,Male,w5_3,50,md,m,w,79
48,23,Male,w5_4,33.33,md,m,w,0
48,23,Male,w5_5,16.67,md,m,w,0
48,23,Male,w5_6,0,md,m,w,0
48,23,Male,w10_0,100,md,m,w,100
48,23,Male,w10_1,83.33,md,m,w,100
48,23,Male,w10_2,66.67,md,m,w,29
48,23,Male,w10_3,50,md,m,w,0
48,23,Male,w10_4,33.33,md,m,w,0
48,23,Male,w10_5,16.67,md,m,w,0
48,23,Male,w10_6,0,md,m,w,0
48,23,Male,w9_0,100,md,m,w,59
48,23,Male,w9_1,83.33,md,m,w,69
48,23,Male,w9_2,66.67,md,m,w,58
48,23,Male,w9_3,50,md,m,w,66
48,23,Male,w9_4,33.33,md,m,w,0
48,23,Male,w9_5,16.67,md,m,w,0
48,23,Male,w9_6,0,md,m,w,0
48,23,Male,b5_0,0,md,m,b,0
48,23,Male,b5_1,16.67,md,m,b,0
48,23,Male,b5_2,33.33,md,m,b,17
48,23,Male,b5_3,50,md,m,b,41
48,23,Male,b5_4,66.67,md,m,b,100
48,23,Male,b5_5,83.33,md,m,b,100
48,23,Male,b5_6,100,md,m,b,100
48,23,Male,a3_0,0,md,m,a,0
48,23,Male,a3_1,16.67,md,m,a,35
48,23,Male,a3_2,33.33,md,m,a,0
48,23,Male,a3_3,50,md,m,a,67
48,23,Male,a3_4,66.67,md,m,a,68
48,23,Male,a3_5,83.33,md,m,a,100
48,23,Male,a3_6,100,md,m,a,82
48,23,Male,a4_0,0,md,m,a,0
48,23,Male,a4_1,16.67,md,m,a,0
48,23,Male,a4_2,33.33,md,m,a,0
48,23,Male,a4_3,50,md,m,a,36
48,23,Male,a4_4,66.67,md,m,a,33
48,23,Male,a4_5,83.33,md,m,a,71
48,23,Male,a4_6,100,md,m,a,100
48,23,Male,b6_0,0,md,m,b,0
48,23,Male,b6_1,16.67,md,m,b,0
48,23,Male,b6_2,33.33,md,m,b,39
48,23,Male,b6_3,50,md,m,b,73
48,23,Male,b6_4,66.67,md,m,b,100
48,23,Male,b6_5,83.33,md,m,b,100
48,23,Male,b6_6,100,md,m,b,100
48,23,Male,b7_0,0,md,m,b,0
48,23,Male,b7_1,16.67,md,m,b,28
48,23,Male,b7_2,33.33,md,m,b,29
48,23,Male,b7_3,50,md,m,b,84
48,23,Male,b7_4,66.67,md,m,b,59
48,23,Male,b7_5,83.33,md,m,b,100
48,23,Male,b7_6,100,md,m,b,75
48,23,Male,a5_0,0,md,m,a,0
48,23,Male,a5_1,16.67,md,m,a,0
48,23,Male,a5_2,33.33,md,m,a,0
48,23,Male,a5_3,50,md,m,a,0
48,23,Male,a5_4,66.67,md,m,a,0
48,23,Male,a5_5,83.33,md,m,a,34
48,23,Male,a5_6,100,md,m,a,100
49,29,Female,w1_0,100,sd,1,w,100
49,29,Female,w1_1,83.33,sd,1,w,87
49,29,Female,w1_2,66.67,sd,1,w,76
49,29,Female,w1_3,50,sd,1,w,41
49,29,Female,w1_4,33.33,sd,1,w,17
49,29,Female,w1_5,16.67,sd,1,w,17
49,29,Female,w1_6,0,sd,1,w,30
49,29,Female,w3_0,100,sd,1,w,98
49,29,Female,w3_1,83.33,sd,1,w,96
49,29,Female,w3_2,66.67,sd,1,w,92
49,29,Female,w3_3,50,sd,1,w,93
49,29,Female,w3_4,33.33,sd,1,w,81
49,29,Female,w3_5,16.67,sd,1,w,38
49,29,Female,w3_6,0,sd,1,w,46
49,29,Female,w4_0,100,sd,1,w,100
49,29,Female,w4_1,83.33,sd,1,w,100
49,29,Female,w4_2,66.67,sd,1,w,100
49,29,Female,w4_3,50,sd,1,w,21
49,29,Female,w4_4,33.33,sd,1,w,5
49,29,Female,w4_5,16.67,sd,1,w,1
49,29,Female,w4_6,0,sd,1,w,20
49,29,Female,w5_0,100,sd,1,w,85
49,29,Female,w5_1,83.33,sd,1,w,75
49,29,Female,w5_2,66.67,sd,1,w,88
49,29,Female,w5_3,50,sd,1,w,93
49,29,Female,w5_4,33.33,sd,1,w,23
49,29,Female,w5_5,16.67,sd,1,w,16
49,29,Female,w5_6,0,sd,1,w,17
49,29,Female,w10_0,100,sd,1,w,91
49,29,Female,w10_1,83.33,sd,1,w,89
49,29,Female,w10_2,66.67,sd,1,w,89
49,29,Female,w10_3,50,sd,1,w,92
49,29,Female,w10_4,33.33,sd,1,w,11
49,29,Female,w10_5,16.67,sd,1,w,27
49,29,Female,w10_6,0,sd,1,w,4
49,29,Female,w9_0,100,sd,1,w,82
49,29,Female,w9_1,83.33,sd,1,w,79
49,29,Female,w9_2,66.67,sd,1,w,71
49,29,Female,w9_3,50,sd,1,w,67
49,29,Female,w9_4,33.33,sd,1,w,38
49,29,Female,w9_5,16.67,sd,1,w,10
49,29,Female,w9_6,0,sd,1,w,8
49,29,Female,b2_0,0,sd,1,b,0
49,29,Female,b2_1,16.67,sd,1,b,13
49,29,Female,b2_2,33.33,sd,1,b,26
49,29,Female,b2_3,50,sd,1,b,65
49,29,Female,b2_4,66.67,sd,1,b,57
49,29,Female,b2_5,83.33,sd,1,b,64
49,29,Female,b2_6,100,sd,1,b,61
49,29,Female,b4_0,0,sd,1,b,30
49,29,Female,b4_1,16.67,sd,1,b,38
49,29,Female,b4_2,33.33,sd,1,b,41
49,29,Female,b4_3,50,sd,1,b,60
49,29,Female,b4_4,66.67,sd,1,b,68
49,29,Female,b4_5,83.33,sd,1,b,64
49,29,Female,b4_6,100,sd,1,b,79
49,29,Female,b5_0,0,sd,1,b,0
49,29,Female,b5_1,16.67,sd,1,b,3
49,29,Female,b5_2,33.33,sd,1,b,29
49,29,Female,b5_3,50,sd,1,b,61
49,29,Female,b5_4,66.67,sd,1,b,59
49,29,Female,b5_5,83.33,sd,1,b,85
49,29,Female,b5_6,100,sd,1,b,91
49,29,Female,b6_0,0,sd,1,b,28
49,29,Female,b6_1,16.67,sd,1,b,4
49,29,Female,b6_2,33.33,sd,1,b,40
49,29,Female,b6_3,50,sd,1,b,34
49,29,Female,b6_4,66.67,sd,1,b,64
49,29,Female,b6_5,83.33,sd,1,b,64
49,29,Female,b6_6,100,sd,1,b,66
49,29,Female,b7_0,0,sd,1,b,11
49,29,Female,b7_1,16.67,sd,1,b,40
49,29,Female,b7_2,33.33,sd,1,b,30
49,29,Female,b7_3,50,sd,1,b,65
49,29,Female,b7_4,66.67,sd,1,b,74
49,29,Female,b7_5,83.33,sd,1,b,78
49,29,Female,b7_6,100,sd,1,b,73
49,29,Female,b9_0,0,sd,1,b,20
49,29,Female,b9_1,16.67,sd,1,b,8
49,29,Female,b9_2,33.33,sd,1,b,25
49,29,Female,b9_3,50,sd,1,b,25
49,29,Female,b9_4,66.67,sd,1,b,2
49,29,Female,b9_5,83.33,sd,1,b,83
49,29,Female,b9_6,100,sd,1,b,87
49,29,Female,a1_0,0,sd,1,a,27
49,29,Female,a1_1,16.67,sd,1,a,20
49,29,Female,a1_2,33.33,sd,1,a,25
49,29,Female,a1_3,50,sd,1,a,23
49,29,Female,a1_4,66.67,sd,1,a,62
49,29,Female,a1_5,83.33,sd,1,a,73
49,29,Female,a1_6,100,sd,1,a,71
49,29,Female,a3_0,0,sd,1,a,35
49,29,Female,a3_1,16.67,sd,1,a,28
49,29,Female,a3_2,33.33,sd,1,a,59
49,29,Female,a3_3,50,sd,1,a,67
49,29,Female,a3_4,66.67,sd,1,a,86
49,29,Female,a3_5,83.33,sd,1,a,94
49,29,Female,a3_6,100,sd,1,a,88
49,29,Female,a4_0,0,sd,1,a,4
49,29,Female,a4_1,16.67,sd,1,a,26
49,29,Female,a4_2,33.33,sd,1,a,34
49,29,Female,a4_3,50,sd,1,a,56
49,29,Female,a4_4,66.67,sd,1,a,59
49,29,Female,a4_5,83.33,sd,1,a,73
49,29,Female,a4_6,100,sd,1,a,56
49,29,Female,a5_0,0,sd,1,a,26
49,29,Female,a5_1,16.67,sd,1,a,13
49,29,Female,a5_2,33.33,sd,1,a,11
49,29,Female,a5_3,50,sd,1,a,6
49,29,Female,a5_4,66.67,sd,1,a,60
49,29,Female,a5_5,83.33,sd,1,a,98
49,29,Female,a5_6,100,sd,1,a,86
49,29,Female,a8_0,0,sd,1,a,18
49,29,Female,a8_1,16.67,sd,1,a,15
49,29,Female,a8_2,33.33,sd,1,a,9
49,29,Female,a8_3,50,sd,1,a,59
49,29,Female,a8_4,66.67,sd,1,a,71
49,29,Female,a8_5,83.33,sd,1,a,98
49,29,Female,a8_6,100,sd,1,a,96
49,29,Female,a10_0,0,sd,1,a,19
49,29,Female,a10_1,16.67,sd,1,a,9
49,29,Female,a10_2,33.33,sd,1,a,23
49,29,Female,a10_3,50,sd,1,a,17
49,29,Female,a10_4,66.67,sd,1,a,73
49,29,Female,a10_5,83.33,sd,1,a,72
49,29,Female,a10_6,100,sd,1,a,87
51,26,male,w1_0,100,sd,1,w,98
51,26,male,w1_1,83.33,sd,1,w,78
51,26,male,w1_2,66.67,sd,1,w,47
51,26,male,w1_3,50,sd,1,w,37
51,26,male,w1_4,33.33,sd,1,w,8
51,26,male,w1_5,16.67,sd,1,w,2
51,26,male,w1_6,0,sd,1,w,22
51,26,male,w3_0,100,sd,1,w,99
51,26,male,w3_1,83.33,sd,1,w,100
51,26,male,w3_2,66.67,sd,1,w,63
51,26,male,w3_3,50,sd,1,w,55
51,26,male,w3_4,33.33,sd,1,w,46
51,26,male,w3_5,16.67,sd,1,w,36
51,26,male,w3_6,0,sd,1,w,34
51,26,male,w4_0,100,sd,1,w,100
51,26,male,w4_1,83.33,sd,1,w,100
51,26,male,w4_2,66.67,sd,1,w,55
51,26,male,w4_3,50,sd,1,w,48
51,26,male,w4_4,33.33,sd,1,w,19
51,26,male,w4_5,16.67,sd,1,w,20
51,26,male,w4_6,0,sd,1,w,0
51,26,male,w5_0,100,sd,1,w,53
51,26,male,w5_1,83.33,sd,1,w,72
51,26,male,w5_2,66.67,sd,1,w,81
51,26,male,w5_3,50,sd,1,w,55
51,26,male,w5_4,33.33,sd,1,w,0
51,26,male,w5_5,16.67,sd,1,w,20
51,26,male,w5_6,0,sd,1,w,2
51,26,male,w10_0,100,sd,1,w,99
51,26,male,w10_1,83.33,sd,1,w,100
51,26,male,w10_2,66.67,sd,1,w,71
51,26,male,w10_3,50,sd,1,w,65
51,26,male,w10_4,33.33,sd,1,w,31
51,26,male,w10_5,16.67,sd,1,w,50
51,26,male,w10_6,0,sd,1,w,17
51,26,male,w9_0,100,sd,1,w,91
51,26,male,w9_1,83.33,sd,1,w,97
51,26,male,w9_2,66.67,sd,1,w,33
51,26,male,w9_3,50,sd,1,w,55
51,26,male,w9_4,33.33,sd,1,w,25
51,26,male,w9_5,16.67,sd,1,w,3
51,26,male,w9_6,0,sd,1,w,2
51,26,male,b2_0,0,sd,1,b,0
51,26,male,b2_1,16.67,sd,1,b,0
51,26,male,b2_2,33.33,sd,1,b,0
51,26,male,b2_3,50,sd,1,b,16
51,26,male,b2_4,66.67,sd,1,b,61
51,26,male,b2_5,83.33,sd,1,b,96
51,26,male,b2_6,100,sd,1,b,100
51,26,male,b4_0,0,sd,1,b,44
51,26,male,b4_1,16.67,sd,1,b,0
51,26,male,b4_2,33.33,sd,1,b,30
51,26,male,b4_3,50,sd,1,b,92
51,26,male,b4_4,66.67,sd,1,b,86
51,26,male,b4_5,83.33,sd,1,b,92
51,26,male,b4_6,100,sd,1,b,100
51,26,male,b5_0,0,sd,1,b,0
51,26,male,b5_1,16.67,sd,1,b,35
51,26,male,b5_2,33.33,sd,1,b,0
51,26,male,b5_3,50,sd,1,b,80
51,26,male,b5_4,66.67,sd,1,b,99
51,26,male,b5_5,83.33,sd,1,b,100
51,26,male,b5_6,100,sd,1,b,100
51,26,male,b6_0,0,sd,1,b,8
51,26,male,b6_1,16.67,sd,1,b,12
51,26,male,b6_2,33.33,sd,1,b,17
51,26,male,b6_3,50,sd,1,b,65
51,26,male,b6_4,66.67,sd,1,b,99
51,26,male,b6_5,83.33,sd,1,b,100
51,26,male,b6_6,100,sd,1,b,100
51,26,male,b7_0,0,sd,1,b,0
51,26,male,b7_1,16.67,sd,1,b,43
51,26,male,b7_2,33.33,sd,1,b,66
51,26,male,b7_3,50,sd,1,b,91
51,26,male,b7_4,66.67,sd,1,b,100
51,26,male,b7_5,83.33,sd,1,b,100
51,26,male,b7_6,100,sd,1,b,96
51,26,male,b9_0,0,sd,1,b,1
51,26,male,b9_1,16.67,sd,1,b,0
51,26,male,b9_2,33.33,sd,1,b,6
51,26,male,b9_3,50,sd,1,b,26
51,26,male,b9_4,66.67,sd,1,b,55
51,26,male,b9_5,83.33,sd,1,b,97
51,26,male,b9_6,100,sd,1,b,100
51,26,male,a1_0,0,sd,1,a,0
51,26,male,a1_1,16.67,sd,1,a,1
51,26,male,a1_2,33.33,sd,1,a,0
51,26,male,a1_3,50,sd,1,a,2
51,26,male,a1_4,66.67,sd,1,a,58
51,26,male,a1_5,83.33,sd,1,a,100
51,26,male,a1_6,100,sd,1,a,100
51,26,male,a3_0,0,sd,1,a,0
51,26,male,a3_1,16.67,sd,1,a,3
51,26,male,a3_2,33.33,sd,1,a,46
51,26,male,a3_3,50,sd,1,a,87
51,26,male,a3_4,66.67,sd,1,a,59
51,26,male,a3_5,83.33,sd,1,a,88
51,26,male,a3_6,100,sd,1,a,92
51,26,male,a4_0,0,sd,1,a,0
51,26,male,a4_1,16.67,sd,1,a,0
51,26,male,a4_2,33.33,sd,1,a,4
51,26,male,a4_3,50,sd,1,a,0
51,26,male,a4_4,66.67,sd,1,a,69
51,26,male,a4_5,83.33,sd,1,a,71
51,26,male,a4_6,100,sd,1,a,89
51,26,male,a5_0,0,sd,1,a,0
51,26,male,a5_1,16.67,sd,1,a,0
51,26,male,a5_2,33.33,sd,1,a,2
51,26,male,a5_3,50,sd,1,a,0
51,26,male,a5_4,66.67,sd,1,a,9
51,26,male,a5_5,83.33,sd,1,a,81
51,26,male,a5_6,100,sd,1,a,79
51,26,male,a8_0,0,sd,1,a,0
51,26,male,a8_1,16.67,sd,1,a,0
51,26,male,a8_2,33.33,sd,1,a,18
51,26,male,a8_3,50,sd,1,a,15
51,26,male,a8_4,66.67,sd,1,a,91
51,26,male,a8_5,83.33,sd,1,a,86
51,26,male,a8_6,100,sd,1,a,100
51,26,male,a10_0,0,sd,1,a,1
51,26,male,a10_1,16.67,sd,1,a,1
51,26,male,a10_2,33.33,sd,1,a,1
51,26,male,a10_3,50,sd,1,a,33
51,26,male,a10_4,66.67,sd,1,a,79
51,26,male,a10_5,83.33,sd,1,a,89
51,26,male,a10_6,100,sd,1,a,100
53,50,female,w5_0,100,md,f,w,11
53,50,female,w5_1,83.33,md,f,w,30
53,50,female,w5_2,66.67,md,f,w,60
53,50,female,w5_3,50,md,f,w,68
53,50,female,w5_4,33.33,md,f,w,94
53,50,female,w5_5,16.67,md,f,w,92
53,50,female,w5_6,0,md,f,w,92
53,50,female,w10_0,100,md,f,w,5
53,50,female,w10_1,83.33,md,f,w,0
53,50,female,w10_2,66.67,md,f,w,17
53,50,female,w10_3,50,md,f,w,41
53,50,female,w10_4,33.33,md,f,w,75
53,50,female,w10_5,16.67,md,f,w,72
53,50,female,w10_6,0,md,f,w,74
53,50,female,w9_0,100,md,f,w,4
53,50,female,w9_1,83.33,md,f,w,10
53,50,female,w9_2,66.67,md,f,w,21
53,50,female,w9_3,50,md,f,w,58
53,50,female,w9_4,33.33,md,f,w,59
53,50,female,w9_5,16.67,md,f,w,93
53,50,female,w9_6,0,md,f,w,93
53,50,female,b5_0,0,md,f,b,88
53,50,female,b5_1,16.67,md,f,b,80
53,50,female,b5_2,33.33,md,f,b,71
53,50,female,b5_3,50,md,f,b,54
53,50,female,b5_4,66.67,md,f,b,5
53,50,female,b5_5,83.33,md,f,b,3
53,50,female,b5_6,100,md,f,b,0
53,50,female,a3_0,0,md,f,a,81
53,50,female,a3_1,16.67,md,f,a,75
53,50,female,a3_2,33.33,md,f,a,69
53,50,female,a3_3,50,md,f,a,65
53,50,female,a3_4,66.67,md,f,a,32
53,50,female,a3_5,83.33,md,f,a,22
53,50,female,a3_6,100,md,f,a,9
53,50,female,a4_0,0,md,f,a,65
53,50,female,a4_1,16.67,md,f,a,73
53,50,female,a4_2,33.33,md,f,a,82
53,50,female,a4_3,50,md,f,a,58
53,50,female,a4_4,66.67,md,f,a,35
53,50,female,a4_5,83.33,md,f,a,20
53,50,female,a4_6,100,md,f,a,32
53,50,female,b6_0,0,md,f,b,92
53,50,female,b6_1,16.67,md,f,b,84
53,50,female,b6_2,33.33,md,f,b,83
53,50,female,b6_3,50,md,f,b,58
53,50,female,b6_4,66.67,md,f,b,4
53,50,female,b6_5,83.33,md,f,b,1
53,50,female,b6_6,100,md,f,b,8
53,50,female,b7_0,0,md,f,b,83
53,50,female,b7_1,16.67,md,f,b,70
53,50,female,b7_2,33.33,md,f,b,58
53,50,female,b7_3,50,md,f,b,42
53,50,female,b7_4,66.67,md,f,b,18
53,50,female,b7_5,83.33,md,f,b,6
53,50,female,b7_6,100,md,f,b,20
53,50,female,a5_0,0,md,f,a,92
53,50,female,a5_1,16.67,md,f,a,98
53,50,female,a5_2,33.33,md,f,a,97
53,50,female,a5_3,50,md,f,a,92
53,50,female,a5_4,66.67,md,f,a,31
53,50,female,a5_5,83.33,md,f,a,19
53,50,female,a5_6,100,md,f,a,15
53,50,female,w5_0,100,md,m,w,82
53,50,female,w5_1,83.33,md,m,w,65
53,50,female,w5_2,66.67,md,m,w,55
53,50,female,w5_3,50,md,m,w,24
53,50,female,w5_4,33.33,md,m,w,19
53,50,female,w5_5,16.67,md,m,w,12
53,50,female,w5_6,0,md,m,w,6
53,50,female,w10_0,100,md,m,w,98
53,50,female,w10_1,83.33,md,m,w,97
53,50,female,w10_2,66.67,md,m,w,99
53,50,female,w10_3,50,md,m,w,20
53,50,female,w10_4,33.33,md,m,w,40
53,50,female,w10_5,16.67,md,m,w,16
53,50,female,w10_6,0,md,m,w,14
53,50,female,w9_0,100,md,m,w,99
53,50,female,w9_1,83.33,md,m,w,100
53,50,female,w9_2,66.67,md,m,w,90
53,50,female,w9_3,50,md,m,w,56
53,50,female,w9_4,33.33,md,m,w,14
53,50,female,w9_5,16.67,md,m,w,7
53,50,female,w9_6,0,md,m,w,7
53,50,female,b5_0,0,md,m,b,3
53,50,female,b5_1,16.67,md,m,b,3
53,50,female,b5_2,33.33,md,m,b,16
53,50,female,b5_3,50,md,m,b,67
53,50,female,b5_4,66.67,md,m,b,87
53,50,female,b5_5,83.33,md,m,b,100
53,50,female,b5_6,100,md,m,b,99
53,50,female,a3_0,0,md,m,a,13
53,50,female,a3_1,16.67,md,m,a,17
53,50,female,a3_2,33.33,md,m,a,15
53,50,female,a3_3,50,md,m,a,62
53,50,female,a3_4,66.67,md,m,a,69
53,50,female,a3_5,83.33,md,m,a,82
